Script started on Monday 20 October 2014 05:14:49 PM CDT
root@naveen-Inspiron-1525: /home/naveenroot@naveen-Inspiron-1525:/home/naveen# 
Welcome to the MySQL monitor.  Commands end with ; or \g.
Your MySQL connection id is 39
Server version: 5.5.34-0ubuntu0.13.04.1 (Ubuntu)

Copyright (c) 2000, 2013, Oracle and/or its affiliates. All rights reserved.

Oracle is a registered trademark of Oracle Corporation and/or its
affiliates. Other names may be trademarks of their respective
owners.

Type 'help;' or '\h' for help. Type '\c' to clear the current input statement.

mysql> 
mysql> show tables;
ERROR 1046 (3D000): No database selected
mysql> use soccerLeague2014;
+--------------------+
| Database           |
+--------------------+
| information_schema |
| mysql              |
| naveen             |
| performance_schema |
| soccerLeague2014   |
| test               |
+--------------------+
6 rows in set (0.00 sec)

mysql> use soccerLeague2014;
Reading table information for completion of table and column names
You can turn off this feature to get a quicker startup with -A

Database changed
mysql> show tables;
+----------------------------+
| Tables_in_soccerLeague2014 |
+----------------------------+
| Club                       |
| Fixtures                   |
| Fouls                      |
| Goals                      |
| LeaguePlayer               |
| LineUp                     |
| Manager                    |
| PastMatches                |
| PlayerMatchStats           |
| Referee                    |
| Seasons                    |
| Squad                      |
| SquadManager               |
| SquadPlayers               |
| Standings                  |
| Substitute                 |
| TeamMatchStats             |
+----------------------------+
17 rows in set (0.00 sec)

mysql> select * from Club;
+--------+---------------------+------------+------------------+------------------+------------------+----------+------------------+------------------+---------------------------------------+
| ClubId | ClubName            | Founded    | ClubOwner        | Chairman         | Nickname         | Mascot   | CurrentAwayColor | CurrentHomeColor | Stadium                               |
+--------+---------------------+------------+------------------+------------------+------------------+----------+------------------+------------------+---------------------------------------+
|      1 | Atletico de Kolkata | 2014-08-08 | Sourav Ganguly   | Sanjiv Goenka    | Sanjiv Goenka    | Lion     | Black            | Red              | Salt Lake Stadium                     |
|      2 | Chennaiyin          | 2014-08-03 | MS Dhoni         | A Bachchan       | A Bachchan       | Monster  | White            | Yellow           | Jawaharlal Nehru Stadium (Chennai)    |
|      3 | Delhi Dynamos       | 2014-07-31 | S.N. Sharma      | S.N. Sharma      | S.N. Sharma      | Plane    | Blue             | Green            | Jawaharlal Nehru Stadium (Delhi)      |
|      4 | Goa                 | 2014-08-04 | Virat Kohli      | Venugopal Dhoot  | Venugopal Dhoot  | Bull     | Green            | Brown            | Fatorda Stadium                       |
|      5 | Kerala Blasters     | 2014-08-15 | Sachin Tendulkar | Prasad V Potluri | Prasad V Potluri | Elephant | Red              | Black            | Jawaharlal Nehru Stadium (Kochi)      |
|      6 | Mumbai City         | 2014-08-01 | Ranbir Kapoor    | Bimal Parekh     | Bimal Parekh     | Train    | Brown            | White            | DY Patil Stadium                      |
|      7 | NorthEast United    | 2014-05-07 | John Abraham     | Shillong Lajong  | Shillong Lajong  | Stars    | Purpule          | Purpule          | Indira Gandhi Athletic Stadium        |
|      8 | Pune City           | 2014-08-21 | Hrithik Roshan   | Gaurav Modwel    | Gaurav Modwel    | Horse    | Yellow           | Blue             | Shree Shiv Chhatrapati Sports Complex |
+--------+---------------------+------------+------------------+------------------+------------------+----------+------------------+------------------+---------------------------------------+
8 rows in set (0.00 sec)

mysql> select * from Club;[1P;[1P;[1P;[1P;L;e;a;g;u;e;P;l;a;y;e;r;
+----------+-------------+-----------+------+-------------+------------+---------------+--------------+-----------+
| PlayerID | FirstName   | LastName  | Age  | Nationality | DebutDate  | CurrentClubID | TotalMatches | isRetired |
|      208 | LARRY       | HERNANDEZ |   21 | Mexico      | 2014-08-08 |             1 |            0 |         0 |
|      209 | RONALD      | HERNANDEZ |   22 | Colombia    | 2014-05-07 |             7 |            0 |         0 |
|      210 | RYAN        | EDWARDS   |   33 | USA         | 2014-05-07 |             1 |            0 |         0 |
|      211 | JERRY       | BAILEY    |   32 | Brazil      | 2014-07-31 |             1 |            0 |         0 |
|      212 | JAMES       | MITCHELL  |   21 | England     | 2014-07-31 |             1 |            0 |         0 |
|      213 | NICHOLAS    | TAYLOR    |   23 | Netherlands | 2014-08-15 |             2 |            0 |         0 |
|      214 | JEFFREY     | KING      |   23 | Mexico      | 2014-08-04 |             4 |            0 |         0 |
|      215 | TIMOTHY     | EVANS     |   23 | Uruguay     | 2014-08-08 |             6 |            0 |         0 |
|      216 | JASON       | WILSON    |   25 | Belgium     | 2014-07-31 |             2 |            0 |         0 |
|      217 | FRANK       | MARTINEZ  |   32 | England     | 2014-08-04 |             6 |            0 |         0 |
|      218 | ERIC        | MORRIS    |   21 | Argnetina   | 2014-08-04 |             5 |            0 |         0 |
|      219 | WILLIE      | HALL      |   27 | Uruguay     | 2014-05-07 |             1 |            0 |         0 |
|      220 | DOUGLAS     | ROBINSON  |   25 | Colombia    | 2014-05-07 |             5 |            0 |         0 |
|      221 | ARTHUR      | FLORES    |   28 | Germany     | 2014-08-04 |             2 |            0 |         0 |
|      222 | KENNETH     | THOMAS    |   25 | Argnetina   | 2014-08-03 |             6 |            0 |         0 |
|      223 | LARRY       | LOPEZ     |   21 | Italy       | 2014-08-03 |             1 |            0 |         0 |
|      224 | JERRY       | TORRES    |   32 | Portugal    | 2014-05-07 |             2 |            0 |         0 |
|      225 | WILLIE      | LEE       |   24 | USA         | 2014-08-04 |             2 |            0 |         0 |
|      226 | HAROLD      | ALLEN     |   22 | Switzerland | 2014-08-04 |             3 |            0 |         0 |
|      227 | KENNETH     | RAMIREZ   |   24 | USA         | 2014-05-07 |             1 |            0 |         0 |
|      228 | BRUCE       | MARTINEZ  |   28 | Netherlands | 2014-08-04 |             5 |            0 |         0 |
|      229 | BRANDON     | PARKER    |   32 | Spain       | 2014-05-07 |             7 |            0 |         0 |
|      230 | JERRY       | MURPHY    |   29 | Netherlands | 2014-08-08 |             5 |            0 |         0 |
|      231 | JOSEPH      | MITCHELL  |   23 | Belgium     | 2014-05-07 |             4 |            0 |         0 |
|      232 | GEORGE      | STEWART   |   22 | Portugal    | 2014-08-08 |             4 |            0 |         0 |
|      233 | JUSTIN      | CARTER    |   32 | Colombia    | 2014-07-31 |             5 |            0 |         0 |
|      234 | STEVEN      | STEWART   |   26 | Portugal    | 2014-07-31 |             3 |            0 |         0 |
|      235 | BRANDON     | LEWIS     |   24 | Portugal    | 2014-05-07 |             6 |            0 |         0 |
|      236 | JAMES       | DAVIS     |   33 | Greece      | 2014-07-31 |             6 |            0 |         0 |
|      237 | KEVIN       | COOK      |   26 | Uruguay     | 2014-08-15 |             1 |            0 |         0 |
|      238 | BENJAMIN    | CAMPBELL  |   33 | Greece      | 2014-08-03 |             1 |            0 |         0 |
|      239 | WALTER      | COLLINS   |   33 | Italy       | 2014-08-03 |             3 |            0 |         0 |
|      240 | SAMUEL      | STEWART   |   33 | England     | 2014-08-08 |             7 |            0 |         0 |
|      241 | BRUCE       | ROBINSON  |   23 | Argnetina   | 2014-08-08 |             3 |            0 |         0 |
|      242 | DANIEL      | PEREZ     |   30 | Portugal    | 2014-07-31 |             3 |            0 |         0 |
|      243 | BRUCE       | EDWARDS   |   27 | Switzerland | 2014-08-15 |             1 |            0 |         0 |
|      244 | STEVEN      | WILLIAMS  |   23 | Argnetina   | 2014-08-08 |             3 |            0 |         0 |
|      245 | WALTER      | BELL      |   28 | Spain       | 2014-08-01 |             2 |            0 |         0 |
|      246 | KEITH       | ROBERTS   |   32 | France      | 2014-05-07 |             1 |            0 |         0 |
|      247 | WILLIE      | MITCHELL  |   23 | Spain       | 2014-08-04 |             7 |            0 |         0 |
|      248 | NICHOLAS    | REED      |   23 | Germany     | 2014-08-08 |             6 |            0 |         0 |
|      249 | JEFFREY     | GREEN     |   28 | CostaRica   | 2014-07-31 |             4 |            0 |         0 |
|      250 | JOHN        | WALKER    |   33 | England     | 2014-08-04 |             5 |            0 |         0 |
|      251 | MICHAEL     | LEWIS     |   22 | USA         | 2014-08-08 |             2 |            0 |         0 |
|      252 | JOSEPH      | LEE       |   23 | England     | 2014-08-15 |             7 |            0 |         0 |
|      253 | WILLIAM     | GOMEZ     |   29 | Switzerland | 2014-08-03 |             1 |            0 |         0 |
|      254 | ARTHUR      | DAVIS     |   31 | Belgium     | 2014-08-01 |             5 |            0 |         0 |
|      255 | ROY         | TURNER    |   30 | Mexico      | 2014-08-03 |             4 |            0 |         0 |
|      256 | JOSHUA      | WILLIAMS  |   22 | Switzerland | 2014-08-08 |             1 |            0 |         0 |
|      257 | JOHN        | ADAMS     |   21 | Portugal    | 2014-08-03 |             5 |            0 |         0 |
|      258 | HENRY       | BAILEY    |   33 | France      | 2014-08-15 |             4 |            0 |         0 |
|      259 | SAMUEL      | LOPEZ     |   26 | Brazil      | 2014-08-01 |             3 |            0 |         0 |
|      260 | JOSEPH      | GONZALEZ  |   28 | Belgium     | 2014-08-15 |             7 |            0 |         0 |
|      261 | TIMOTHY     | HERNANDEZ |   26 | USA         | 2014-07-31 |             6 |            0 |         0 |
|      262 | WILLIE      | NELSON    |   30 | Italy       | 2014-08-01 |             4 |            0 |         0 |
|      263 | JUAN        | SMITH     |   28 | Portugal    | 2014-07-31 |             5 |            0 |         0 |
|      264 | CHARLES     | NELSON    |   26 | Chile       | 2014-08-01 |             6 |            0 |         0 |
|      265 | MARK        | SCOTT     |   27 | Uruguay     | 2014-08-08 |             1 |            0 |         0 |
|      266 | JOE         | MORRIS    |   29 | Greece      | 2014-08-04 |             2 |            0 |         0 |
|      267 | WILLIE      | MORGAN    |   26 | Germany     | 2014-08-01 |             5 |            0 |         0 |
|      268 | BRANDON     | JACKSON   |   22 | Greece      | 2014-08-08 |             6 |            0 |         0 |
|      269 | STEVEN      | GONZALEZ  |   21 | Greece      | 2014-08-15 |             4 |            0 |         0 |
|      270 | GERALD      | COOPER    |   29 | Brazil      | 2014-08-15 |             7 |            0 |         0 |
|      271 | WALTER      | ROBERTS   |   28 | Brazil      | 2014-08-08 |             2 |            0 |         0 |
|      272 | ALBERT      | LEWIS     |   23 | Belgium     | 2014-08-15 |             3 |            0 |         0 |
|      273 | DANIEL      | WHITE     |   27 | England     | 2014-08-04 |             3 |            0 |         0 |
|      274 | MICHAEL     | HARRIS    |   29 | Mexico      | 2014-08-04 |             7 |            0 |         0 |
|      275 | WALTER      | FLORES    |   24 | Italy       | 2014-05-07 |             6 |            0 |         0 |
|      276 | MARK        | NELSON    |   31 | Mexico      | 2014-08-03 |             7 |            0 |         0 |
|      277 | RALPH       | ROGERS    |   33 | Argnetina   | 2014-08-04 |             7 |            0 |         0 |
|      278 | ALBERT      | YOUNG     |   26 | Greece      | 2014-08-01 |             3 |            0 |         0 |
|      279 | WILLIE      | ADAMS     |   25 | Portugal    | 2014-08-03 |             3 |            0 |         0 |
|      280 | CHRISTOPHER | WILSON    |   29 | Mexico      | 2014-07-31 |             2 |            0 |         0 |
|      281 | JOE         | PETERSON  |   33 | Mexico      | 2014-08-04 |             4 |            0 |         0 |
|      282 | GREGORY     | MARTINEZ  |   29 | Brazil      | 2014-08-04 |             1 |            0 |         0 |
|      283 | DENNIS      | EDWARDS   |   26 | Croatia     | 2014-07-31 |             1 |            0 |         0 |
|      284 | LARRY       | BAKER     |   33 | USA         | 2014-08-08 |             3 |            0 |         0 |
|      285 | PAUL        | CARTER    |   30 | France      | 2014-08-04 |             6 |            0 |         0 |
|      286 | SAMUEL      | YOUNG     |   22 | CostaRica   | 2014-08-01 |             6 |            0 |         0 |
|      287 | ROGER       | GONZALEZ  |   29 | Argnetina   | 2014-08-08 |             4 |            0 |         0 |
|      288 | LARRY       | JOHNSON   |   31 | CostaRica   | 2014-08-04 |             5 |            0 |         0 |
|      289 | ANDREW      | GOMEZ     |   21 | Netherlands | 2014-07-31 |             2 |            0 |         0 |
|      290 | JOHN        | ANDERSON  |   22 | France      | 2014-07-31 |             2 |            0 |         0 |
|      291 | SCOTT       | KING      |   24 | USA         | 2014-08-15 |             7 |            0 |         0 |
|      292 | BRANDON     | CLARK     |   29 | CostaRica   | 2014-07-31 |             7 |            0 |         0 |
|      293 | PAUL        | KING      |   29 | Germany     | 2014-08-15 |             7 |            0 |         0 |
|      294 | THOMAS      | LEWIS     |   30 | Argnetina   | 2014-08-01 |             6 |            0 |         0 |
|      295 | DOUGLAS     | TAYLOR    |   21 | Colombia    | 2014-08-08 |             2 |            0 |         0 |
|      296 | LAWRENCE    | YOUNG     |   26 | Argnetina   | 2014-05-07 |             7 |            0 |         0 |
|      297 | HAROLD      | PETERSON  |   27 | Colombia    | 2014-08-15 |             7 |            0 |         0 |
|      298 | KENNETH     | SMITH     |   31 | Italy       | 2014-08-01 |             6 |            0 |         0 |
|      299 | HAROLD      | WHITE     |   28 | England     | 2014-07-31 |             7 |            0 |         0 |
|      300 | ANTHONY     | PARKER    |   21 | Switzerland | 2014-08-04 |             7 |            0 |         0 |
|      301 | FRANK       | COLLINS   |   23 | Switzerland | 2014-08-04 |             6 |            0 |         0 |
|      302 | DANIEL      | EDWARDS   |   22 | Netherlands | 2014-08-08 |             2 |            0 |         0 |
|      303 | FRANK       | WALKER    |   28 | England     | 2014-07-31 |             3 |            0 |         0 |
|      304 | LARRY       | COOK      |   31 | Croatia     | 2014-05-07 |             2 |            0 |         0 |
|      305 | CHARLES     | WRIGHT    |   32 | Mexico      | 2014-08-03 |             6 |            0 |         0 |
|      306 | RICHARD     | WHITE     |   32 | Croatia     | 2014-08-04 |             6 |            0 |         0 |
|      307 | JONATHAN    | NELSON    |   30 | Italy       | 2014-08-01 |             7 |            0 |         0 |
|      308 | GERALD      | HALL      |   27 | Brazil      | 2014-08-03 |             7 |            0 |         0 |
|      309 | ROY         | ADAMS     |   28 | Uruguay     | 2014-05-07 |             5 |            0 |         0 |
|      310 | BRIAN       | ANDERSON  |   25 | Colombia    | 2014-05-07 |             5 |            0 |         0 |
|      311 | JEFFREY     | BROWN     |   27 | Argnetina   | 2014-07-31 |             3 |            0 |         0 |
|      312 | CHRISTOPHER | MORRIS    |   24 | Italy       | 2014-05-07 |             3 |            0 |         0 |
|      313 | JUAN        | MILLER    |   31 | England     | 2014-08-15 |             7 |            0 |         0 |
|      314 | JEFFREY     | WILSON    |   25 | Belgium     | 2014-08-15 |             3 |            0 |         0 |
|      315 | DOUGLAS     | MURPHY    |   30 | Uruguay     | 2014-08-01 |             3 |            0 |         0 |
|      316 | DAVID       | MORRIS    |   25 | Switzerland | 2014-08-15 |             4 |            0 |         0 |
|      317 | JAMES       | PEREZ     |   21 | Germany     | 2014-08-03 |             5 |            0 |         0 |
|      318 | RICHARD     | ANDERSON  |   27 | England     | 2014-08-04 |             7 |            0 |         0 |
|      319 | JOSE        | SCOTT     |   26 | England     | 2014-08-04 |             7 |            0 |         0 |
|      320 | JERRY       | KING      |   32 | Mexico      | 2014-08-03 |             6 |            0 |         0 |
|      321 | GERALD      | MORGAN    |   22 | Italy       | 2014-05-07 |             1 |            0 |         0 |
|      322 | CHARLES     | SMITH     |   31 | Uruguay     | 2014-05-07 |             1 |            0 |         0 |
|      323 | LARRY       | MORGAN    |   32 | Mexico      | 2014-08-08 |             2 |            0 |         0 |
|      324 | GERALD      | HARRIS    |   33 | Croatia     | 2014-05-07 |             7 |            0 |         0 |
|      325 | STEVEN      | HARRIS    |   22 | Spain       | 2014-08-03 |             2 |            0 |         0 |
|      326 | ARTHUR      | PETERSON  |   28 | Mexico      | 2014-07-31 |             7 |            0 |         0 |
|      327 | ALBERT      | HARRIS    |   33 | Italy       | 2014-05-07 |             2 |            0 |         0 |
|      328 | ANDREW      | MITCHELL  |   23 | Croatia     | 2014-08-03 |             5 |            0 |         0 |
|      329 | JUSTIN      | WRIGHT    |   29 | England     | 2014-08-03 |             7 |            0 |         0 |
|      330 | WILLIE      | JACKSON   |   23 | CostaRica   | 2014-05-07 |             2 |            0 |         0 |
|      331 | JOE         | HARRIS    |   27 | Italy       | 2014-08-08 |             7 |            0 |         0 |
|      332 | JACK        | BAKER     |   24 | Spain       | 2014-08-03 |             1 |            0 |         0 |
|      333 | CHARLES     | NGUYEN    |   29 | Mexico      | 2014-08-15 |             6 |            0 |         0 |
|      334 | JUSTIN      | SMITH     |   24 | Colombia    | 2014-08-03 |             5 |            0 |         0 |
|      335 | THOMAS      | ADAMS     |   23 | Brazil      | 2014-08-01 |             1 |            0 |         0 |
|      336 | BRANDON     | MITCHELL  |   22 | Netherlands | 2014-05-07 |             5 |            0 |         0 |
|      337 | JERRY       | WALKER    |   31 | Brazil      | 2014-08-01 |             2 |            0 |         0 |
|      338 | JUSTIN      | BAKER     |   25 | Argnetina   | 2014-08-04 |             1 |            0 |         0 |
|      339 | JOE         | CAMPBELL  |   24 | Brazil      | 2014-07-31 |             7 |            0 |         0 |
|      340 | ROBERT      | JOHNSON   |   33 | Switzerland | 2014-08-15 |             1 |            0 |         0 |
|      341 | SAMUEL      | HALL      |   22 | Belgium     | 2014-08-03 |             2 |            0 |         0 |
|      342 | ANDREW      | GREEN     |   21 | Colombia    | 2014-08-03 |             7 |            0 |         0 |
|      343 | HAROLD      | BROWN     |   30 | Chile       | 2014-08-03 |             5 |            0 |         0 |
|      344 | DONALD      | ALLEN     |   24 | Belgium     | 2014-08-04 |             1 |            0 |         0 |
|      345 | SCOTT       | THOMAS    |   32 | Colombia    | 2014-08-15 |             1 |            0 |         0 |
|      346 | STEVEN      | TURNER    |   33 | Croatia     | 2014-08-08 |             7 |            0 |         0 |
|      347 | DONALD      | TORRES    |   24 | USA         | 2014-08-01 |             5 |            0 |         0 |
|      348 | EDWARD      | ADAMS     |   33 | Portugal    | 2014-08-03 |             2 |            0 |         0 |
|      349 | TIMOTHY     | WHITE     |   29 | Portugal    | 2014-05-07 |             2 |            0 |         0 |
|      350 | SCOTT       | ALLEN     |   31 | Greece      | 2014-08-04 |             3 |            0 |         0 |
|      351 | SAMUEL      | MITCHELL  |   33 | Switzerland | 2014-08-03 |             5 |            0 |         0 |
|      352 | PATRICK     | SANCHEZ   |   32 | Italy       | 2014-08-01 |             4 |            0 |         0 |
|      353 | DOUGLAS     | SMITH     |   33 | CostaRica   | 2014-08-08 |             1 |            0 |         0 |
|      354 | SCOTT       | NGUYEN    |   28 | Chile       | 2014-05-07 |             7 |            0 |         0 |
|      355 | JUSTIN      | RODRIGUEZ |   28 | Uruguay     | 2014-08-01 |             3 |            0 |         0 |
|      356 | JACK        | ROBERTS   |   30 | Portugal    | 2014-08-15 |             3 |            0 |         0 |
|      357 | ANDREW      | MILLER    |   27 | Spain       | 2014-08-03 |             6 |            0 |         0 |
|      358 | JOSEPH      | WHITE     |   28 | France      | 2014-07-31 |             3 |            0 |         0 |
|      359 | PAUL        | PEREZ     |   25 | Netherlands | 2014-08-08 |             5 |            0 |         0 |
|      360 | JONATHAN    | PHILLIPS  |   31 | CostaRica   | 2014-08-08 |             4 |            0 |         0 |
|      361 | BRANDON     | WRIGHT    |   27 | Germany     | 2014-08-08 |             5 |            0 |         0 |
|      362 | RAYMOND     | FLORES    |   21 | Argnetina   | 2014-05-07 |             1 |            0 |         0 |
|      363 | ARTHUR      | COOK      |   30 | Chile       | 2014-08-03 |             6 |            0 |         0 |
|      364 | EDWARD      | WILSON    |   28 | Colombia    | 2014-08-04 |             4 |            0 |         0 |
|      365 | RONALD      | JACKSON   |   30 | USA         | 2014-05-07 |             4 |            0 |         0 |
|      366 | JOSHUA      | NELSON    |   23 | Portugal    | 2014-08-08 |             3 |            0 |         0 |
|      367 | ANTHONY     | GONZALEZ  |   27 | Spain       | 2014-08-15 |             7 |            0 |         0 |
|      368 | BRUCE       | JONES     |   28 | Spain       | 2014-07-31 |             7 |            0 |         0 |
|      369 | LARRY       | FLORES    |   32 | England     | 2014-05-07 |             1 |            0 |         0 |
|      370 | ANDREW      | PEREZ     |   26 | Greece      | 2014-08-15 |             4 |            0 |         0 |
|      371 | DENNIS      | GREEN     |   31 | Chile       | 2014-08-08 |             2 |            0 |         0 |
|      372 | JASON       | MITCHELL  |   29 | Brazil      | 2014-08-08 |             3 |            0 |         0 |
|      373 | ROGER       | CARTER    |   31 | Uruguay     | 2014-05-07 |             3 |            0 |         0 |
|      374 | GREGORY     | RAMIREZ   |   24 | France      | 2014-05-07 |             5 |            0 |         0 |
|      375 | SAMUEL      | MORGAN    |   29 | Brazil      | 2014-08-01 |             4 |            0 |         0 |
|      376 | JERRY       | THOMAS    |   24 | Italy       | 2014-08-01 |             1 |            0 |         0 |
|      377 | PETER       | BAKER     |   24 | Colombia    | 2014-08-01 |             7 |            0 |         0 |
|      378 | DANIEL      | PETERSON  |   32 | Argnetina   | 2014-07-31 |             7 |            0 |         0 |
|      379 | JOSHUA      | EDWARDS   |   29 | Croatia     | 2014-08-03 |             2 |            0 |         0 |
|      380 | LAWRENCE    | MITCHELL  |   27 | Spain       | 2014-05-07 |             5 |            0 |         0 |
|      381 | RONALD      | ANDERSON  |   28 | Greece      | 2014-08-08 |             5 |            0 |         0 |
|      382 | RAYMOND     | KING      |   29 | Italy       | 2014-08-01 |             2 |            0 |         0 |
|      383 | DENNIS      | WILSON    |   24 | Colombia    | 2014-08-04 |             4 |            0 |         0 |
